Id,Type
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2120.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2121.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2122.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2123.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2124.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2125.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2126.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2127.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2128.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2129.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2130.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2131.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2132.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2133.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2134.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2135.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2136.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2137.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2138.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2139.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2140.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2141.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2142.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2143.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2144.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2145.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2146.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2147.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2148.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2149.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2150.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2151.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2152.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2153.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2154.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2155.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2156.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2157.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2158.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2159.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2160.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2161.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2162.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2163.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2164.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2165.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2166.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2167.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2168.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2169.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2170.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2171.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2172.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2173.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2174.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2175.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2176.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2177.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2178.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2179.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2180.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2181.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2182.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2183.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2184.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2185.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2186.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2187.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2188.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2189.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2190.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2191.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2192.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2193.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2194.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2195.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2196.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2197.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2198.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2199.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2200.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2201.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2202.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2203.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2204.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2205.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2206.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2207.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2208.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2209.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2210.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2211.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2212.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2213.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2214.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2215.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2216.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2217.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2218.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2219.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2220.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2221.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2222.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2223.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2224.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2225.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2226.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2227.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2228.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2229.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2230.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2231.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2232.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2233.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2234.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2235.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2236.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2237.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2238.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2239.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2240.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2241.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2242.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2243.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2244.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2245.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2246.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2247.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2248.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2249.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2250.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2251.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2252.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2253.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2254.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2255.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2256.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2257.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2258.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2259.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2260.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2261.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2262.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2263.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2264.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2265.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2266.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2267.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2268.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2269.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2270.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2271.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2272.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2273.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2274.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2275.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2276.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2277.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2278.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2279.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2280.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2281.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2282.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2283.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2284.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2285.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2286.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2287.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2288.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2289.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2290.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2291.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2292.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2293.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2294.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2295.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2296.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2297.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2298.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2299.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2300.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2301.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2302.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2303.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2304.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2305.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2306.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2307.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2308.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2309.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2310.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2311.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2312.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2313.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2314.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2315.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2316.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2317.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2318.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2319.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2320.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2321.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2322.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2323.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2324.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2325.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2326.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2327.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2328.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2329.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2330.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2331.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2332.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2333.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2334.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2335.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2336.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2337.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2338.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2339.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2340.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2341.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2342.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2343.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2344.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2345.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2346.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2347.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2348.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2349.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2350.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2351.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2352.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2353.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2354.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2355.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2356.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2357.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2358.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2359.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2360.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2361.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2362.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2363.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2364.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2365.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2366.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2367.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2368.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2369.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2370.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2371.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2372.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2373.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2374.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2375.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2376.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2377.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2378.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2379.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2380.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2381.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2382.jpg,Pituitory
D:\Degree\BrainTumor_Impl\datasets\dataset1_cropped\Training/Pituitory/2383.jpg,Pituitory
